dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1730649600,2,223.64,0.0,3.17,67.23,1.86,0.5,0.76,0.33
1730653200,2,223.64,0.0,3.26,65.8,1.76,0.5,0.72,0.33
1730656800,2,226.97,0.0,2.78,65.09,1.55,0.5,0.67,0.32
1730660400,2,230.31,0.0,2.53,66.52,1.52,0.5,0.67,0.3
1730664000,2,233.65,0.0,2.63,67.95,1.68,0.5,0.7,0.33
1730667600,2,236.99,0.0,2.72,70.1,1.83,0.5,0.73,0.36
1730671200,2,236.99,0.0,2.96,70.81,2.0,0.5,0.75,0.41
1730674800,2,233.65,0.0,3.13,70.81,2.09,0.5,0.77,0.42
1730678400,2,236.99,0.0,4.07,70.1,2.92,0.5,0.86,0.49
1730682000,2,240.33,0.0,5.06,68.66,3.73,0.5,0.97,0.57
1730685600,2,247.0,0.0,6.25,65.09,4.47,0.5,1.13,0.59
1730689200,2,250.34,0.0,7.03,61.51,4.95,0.5,1.28,0.52
1730692800,1,250.34,0.0,7.2,59.37,5.13,0.5,1.38,0.45
1730696400,1,260.35,0.0,7.8,56.51,5.48,0.5,1.44,0.47
1730700000,1,287.06,0.01,9.77,52.21,6.26,0.57,1.64,0.59
1730703600,1,320.43,0.03,13.71,47.21,7.63,0.82,2.08,0.73
1730707200,1,340.46,0.24,16.45,43.63,9.3,0.99,2.52,0.87
1730710800,1,347.14,0.78,17.48,42.92,11.09,1.08,2.89,1.09
1730714400,1,343.8,1.58,17.99,43.99,13.23,1.13,3.32,1.31
1730718000,1,330.45,2.51,17.82,45.06,15.02,1.15,3.84,1.49
1730721600,1,320.43,3.05,18.16,45.06,16.45,1.18,4.37,1.65
1730725200,1,303.75,2.21,17.14,47.92,14.78,1.05,4.38,1.49
1730728800,1,297.07,0.89,17.48,46.49,12.76,0.96,4.18,1.23
1730732400,1,300.41,0.08,19.19,43.99,10.61,0.97,3.69,1.06
1730736000,1,297.07,0.02,16.79,46.49,8.7,0.89,3.22,0.96
1730739600,1,293.73,0.01,13.71,50.07,7.45,0.77,2.98,0.87
1730743200,1,293.73,0.01,12.0,53.64,6.62,0.73,2.76,0.76
1730746800,1,297.07,0.01,10.97,52.21,6.26,0.74,2.64,0.7
1730750400,1,287.06,0.01,9.68,52.93,5.66,0.68,2.48,0.64
1730754000,1,277.04,0.0,8.48,54.36,5.13,0.61,2.24,0.58
1730757600,1,263.69,0.0,7.8,55.07,4.65,0.55,2.03,0.51
1730761200,1,250.34,0.0,7.45,53.64,4.23,0.51,1.88,0.42
1730764800,1,247.0,0.0,7.54,52.21,4.17,0.53,1.82,0.38
1730768400,1,247.0,0.0,7.63,50.07,4.17,0.57,1.83,0.37
1730772000,1,247.0,0.01,7.71,46.49,4.29,0.67,1.95,0.37
1730775600,1,247.0,0.01,7.88,42.2,4.47,1.03,2.27,0.34
1730779200,1,243.66,0.03,8.4,37.19,4.83,1.57,2.75,0.3
1730782800,1,247.0,0.04,9.0,33.62,5.25,2.12,3.28,0.28
1730786400,1,257.02,0.07,10.2,30.76,5.78,2.94,4.16,0.32
1730790000,1,270.37,0.11,12.17,28.61,6.62,3.57,4.73,0.4
1730793600,1,273.7,0.2,13.19,26.82,7.27,3.77,5.29,0.45
1730797200,1,273.7,0.45,13.54,25.03,7.75,3.81,5.59,0.51
1730800800,1,273.7,0.83,13.88,23.25,8.34,3.66,5.71,0.57
1730804400,1,270.37,1.1,14.39,22.17,8.82,3.44,5.7,0.6
1730808000,1,267.03,1.1,14.74,21.99,8.82,3.13,5.43,0.62
1730811600,1,263.69,1.13,14.22,23.96,8.23,3.03,5.17,0.58
1730815200,1,267.03,0.75,15.08,25.03,8.23,3.2,5.35,0.54
1730818800,1,267.03,0.18,16.11,25.39,7.99,3.19,5.27,0.51
1730822400,1,270.37,0.14,16.45,25.75,7.39,3.08,4.96,0.5
1730826000,1,273.7,0.14,15.94,25.39,6.85,2.94,4.64,0.5
1730829600,1,280.38,0.13,14.57,25.39,6.5,2.8,4.34,0.5
1730833200,1,287.06,0.14,13.71,24.32,6.38,2.71,4.14,0.51
1730836800,1,283.72,0.15,12.85,22.53,6.02,2.66,3.98,0.49
1730840400,1,280.38,0.17,12.34,20.92,5.66,2.75,3.93,0.47
1730844000,1,273.7,0.18,12.0,20.03,5.42,2.78,3.7,0.44
1730847600,1,253.68,0.16,11.48,20.38,5.13,2.66,3.49,0.37
1730851200,1,247.0,0.13,11.14,21.64,5.13,2.59,3.38,0.36
1730854800,1,243.66,0.11,10.71,22.71,5.13,2.58,3.52,0.35
1730858400,1,243.66,0.11,10.45,22.71,5.3,2.57,3.56,0.35
1730862000,1,243.66,0.14,10.45,21.46,5.6,2.56,3.61,0.36
1730865600,1,243.66,0.18,10.71,19.67,6.02,2.6,3.71,0.38
1730869200,1,247.0,0.25,11.14,17.7,6.5,2.76,3.96,0.43
1730872800,1,270.37,0.4,12.51,16.09,7.21,3.24,4.62,0.54
1730876400,1,290.39,0.5,14.91,16.09,8.11,3.77,5.36,0.66
1730880000,1,297.07,0.46,15.59,19.13,8.58,3.83,5.67,0.72
1730883600,1,290.39,0.46,14.57,26.82,8.7,3.41,5.47,0.72
1730887200,1,280.38,0.47,13.71,33.97,8.58,3.03,5.27,0.69
1730890800,1,270.37,0.47,13.54,33.97,8.58,2.88,5.18,0.67
1730894400,1,263.69,0.43,13.02,31.11,8.34,2.67,5.07,0.66
1730898000,1,257.02,0.33,12.17,29.68,7.63,2.19,4.33,0.63
1730901600,1,257.02,0.15,12.0,30.76,7.45,2.1,4.06,0.6
1730905200,1,253.68,0.07,11.82,31.47,6.97,2.19,4.06,0.59
1730908800,1,250.34,0.06,11.48,31.47,6.14,2.38,4.13,0.55
1730912400,1,250.34,0.07,11.65,30.76,5.66,2.5,4.13,0.52
1730916000,1,253.68,0.04,11.48,33.62,5.25,2.48,3.88,0.49
1730919600,1,253.68,0.02,10.62,37.55,4.77,2.21,3.37,0.46
1730923200,1,247.0,0.02,8.83,40.77,4.23,1.88,2.81,0.42
1730926800,1,243.66,0.01,7.28,43.27,3.78,1.6,2.38,0.4
1730930400,1,240.33,0.01,6.43,46.49,3.55,1.38,2.13,0.38
1730934000,1,233.65,0.0,5.91,49.35,3.49,1.2,2.0,0.35
1730937600,1,233.65,0.0,5.57,52.21,3.64,1.08,2.0,0.35
1730941200,1,236.99,0.0,6.08,51.5,4.35,1.08,2.19,0.4
1730944800,1,243.66,0.01,6.77,49.35,4.95,1.12,2.44,0.43
1730948400,1,247.0,0.01,7.63,47.21,5.48,1.15,2.62,0.46
1730952000,1,257.02,0.01,8.74,44.35,6.08,1.21,2.71,0.49
1730955600,1,267.03,0.02,9.85,40.41,6.44,1.31,2.86,0.52
1730959200,1,303.75,0.05,12.17,35.76,7.03,1.57,3.19,0.64
1730962800,1,347.14,0.14,16.45,29.33,8.23,1.9,3.71,0.8
1730966400,1,363.83,1.05,17.99,25.39,9.3,2.02,4.27,0.89
1730970000,1,363.83,3.02,15.94,26.11,10.13,2.01,4.57,0.91
1730973600,1,353.81,4.36,14.74,26.46,11.09,1.97,4.77,0.93
1730977200,1,343.8,5.36,14.57,25.75,12.28,1.95,4.97,0.99
1730980800,1,340.46,5.92,15.42,24.32,13.35,2.01,5.2,1.11
1730984400,1,343.8,5.42,15.94,21.64,12.04,2.02,5.13,1.04
1730988000,1,353.81,3.58,18.16,16.63,10.01,2.1,5.17,0.82
1730991600,1,357.15,1.49,20.39,11.98,8.46,2.16,5.08,0.7
1730995200,1,357.15,1.03,21.59,10.19,7.27,2.19,4.8,0.66
1730998800,1,360.49,1.17,21.93,9.39,6.74,2.23,4.57,0.67
1731002400,1,377.18,1.03,21.08,9.57,6.62,2.27,4.49,0.69
1731006000,1,390.53,0.87,20.22,10.01,6.68,2.36,4.58,0.69
1731009600,1,387.19,0.71,18.68,10.55,6.38,2.32,4.54,0.64
1731013200,1,373.84,0.61,17.14,11.09,5.96,2.23,4.31,0.59
1731016800,1,343.8,0.52,15.77,11.62,5.36,2.05,3.7,0.51
1731020400,1,293.73,0.34,13.88,13.41,4.65,1.74,3.06,0.37
1731024000,1,267.03,0.22,12.0,15.74,4.47,1.57,2.75,0.33
1731027600,1,257.02,0.13,10.62,20.21,4.47,1.5,2.62,0.32
1731031200,1,250.34,0.08,9.94,25.03,4.59,1.38,2.46,0.32
1731034800,1,247.0,0.05,9.6,29.33,4.83,1.24,2.31,0.34
1731038400,1,247.0,0.04,9.77,31.47,5.25,1.15,2.28,0.37
1731042000,1,253.68,0.05,10.54,31.47,5.66,1.16,2.44,0.4
1731045600,1,297.07,0.09,12.85,29.68,6.5,1.41,2.91,0.55
1731049200,1,343.8,0.27,17.14,26.11,7.75,1.8,3.78,0.71
1731052800,1,360.49,1.26,17.65,25.03,8.94,2.17,4.65,0.78
1731056400,1,357.15,2.77,15.42,26.11,9.78,2.72,5.62,0.76
1731060000,1,340.46,3.55,13.54,26.46,9.89,2.96,6.19,0.74
1731063600,1,323.77,3.8,13.02,26.46,10.25,2.88,6.14,0.76
1731067200,1,310.42,3.3,13.02,27.54,10.25,2.79,5.97,0.78
1731070800,1,293.73,1.98,13.02,32.19,9.54,2.71,5.82,0.74
1731074400,1,283.72,0.75,13.88,30.76,8.82,2.92,6.06,0.63
1731078000,1,280.38,0.12,14.05,28.97,7.87,3.29,6.35,0.54
1731081600,1,277.04,0.11,13.71,28.25,7.09,3.8,6.53,0.48
1731085200,1,280.38,0.11,13.19,28.25,6.62,4.34,6.89,0.47
1731088800,1,283.72,0.09,12.0,29.33,6.26,5.0,7.39,0.44
1731092400,1,287.06,0.06,11.31,31.83,6.14,5.54,7.74,0.43
1731096000,1,283.72,0.04,10.62,35.05,5.96,5.71,7.72,0.42
1731099600,1,280.38,0.03,10.11,37.19,5.72,5.77,7.57,0.39
1731103200,1,273.7,0.03,9.85,37.19,5.42,5.86,7.35,0.34
1731106800,1,260.35,0.02,9.6,36.12,5.13,5.99,7.32,0.28
1731110400,1,250.34,0.02,8.57,36.48,4.17,6.06,7.2,0.2
1731114000,1,247.0,0.01,8.23,38.98,3.87,5.85,6.83,0.16
1731117600,1,247.0,0.01,8.23,40.77,4.11,5.49,6.54,0.19
1731121200,1,247.0,0.01,8.05,41.84,4.47,5.2,6.38,0.23
1731124800,1,247.0,0.01,8.23,42.2,4.95,4.92,6.24,0.28
1731128400,1,250.34,0.01,8.57,42.2,5.36,4.8,6.27,0.32
1731132000,1,267.03,0.02,9.68,38.98,5.9,5.15,6.81,0.4
1731135600,1,283.72,0.04,11.65,36.12,6.68,5.31,7.18,0.5
1731139200,1,293.73,0.07,13.02,33.62,7.39,5.39,7.48,0.56
1731142800,1,297.07,0.18,13.37,32.54,7.99,5.31,7.62,0.59
1731146400,1,293.73,0.27,13.19,32.19,8.34,5.11,7.71,0.62
1731150000,1,283.72,0.28,13.37,32.9,8.82,4.68,7.47,0.66
1731153600,1,273.7,0.22,13.37,35.05,8.94,4.22,6.91,0.66
1731157200,1,273.7,0.13,13.54,36.84,8.58,3.74,6.25,0.64
1731160800,1,290.39,0.07,15.42,33.62,9.3,3.55,6.26,0.68
1731164400,1,303.75,0.06,16.79,30.76,9.42,3.42,6.35,0.7
1731168000,1,317.1,0.1,19.02,26.82,9.3,3.58,6.7,0.7
1731171600,1,333.79,0.16,20.73,23.25,8.94,3.54,6.79,0.74
1731175200,1,357.15,0.18,20.73,21.28,8.58,3.54,6.94,0.75
1731178800,1,380.52,0.17,20.56,20.56,8.58,3.6,7.14,0.77
1731182400,1,383.85,0.14,19.71,21.1,8.58,3.6,7.13,0.73
1731186000,1,373.84,0.11,18.51,22.35,8.34,3.44,6.88,0.7
1731189600,1,350.48,0.08,17.31,23.96,7.99,3.33,6.48,0.63
1731193200,1,317.1,0.06,16.11,25.75,7.75,3.27,6.26,0.54
1731196800,1,290.39,0.04,15.42,27.54,7.99,3.29,6.16,0.49
1731200400,1,273.7,0.02,13.37,34.69,7.99,3.17,5.83,0.47
1731204000,1,267.03,0.01,12.0,42.56,7.99,2.94,5.55,0.47
1731207600,1,267.03,0.0,12.0,47.92,8.7,2.75,5.62,0.51
1731211200,1,273.7,0.0,13.37,51.5,10.13,2.75,6.1,0.57
1731214800,1,283.72,0.0,15.77,51.5,12.4,3.0,6.6,0.7
1731218400,1,313.76,0.01,19.19,50.07,15.02,3.5,7.13,0.94
1731222000,1,350.48,0.01,23.99,45.42,17.64,4.13,7.49,1.17
1731225600,2,410.56,0.11,33.93,33.26,23.13,5.64,9.31,1.46
1731229200,2,460.62,0.74,44.55,23.25,28.13,7.49,11.67,1.6
1731232800,2,487.33,1.58,52.09,17.52,30.52,8.82,13.6,1.61
1731236400,2,453.95,1.23,48.67,19.13,27.89,7.83,12.52,1.44
1731240000,2,377.18,0.52,34.96,27.89,21.46,4.94,8.6,1.22
1731243600,1,317.1,0.15,22.96,36.48,15.5,3.02,5.34,1.01
1731247200,1,313.76,0.06,22.28,37.55,15.14,2.68,4.6,1.01
1731250800,1,320.43,0.02,22.28,37.91,14.9,2.94,4.75,0.93
1731254400,1,343.8,0.06,25.02,31.83,13.59,3.83,5.77,0.8
1731258000,1,397.21,0.23,31.53,20.56,12.76,4.93,7.2,0.78
1731261600,1,467.3,0.65,36.67,11.62,12.76,6.0,8.68,0.84
1731265200,1,507.35,0.95,37.36,7.87,12.52,6.28,9.24,0.85
1731268800,1,487.33,0.56,32.56,10.73,11.56,5.39,8.36,0.76
1731272400,1,423.91,0.16,25.02,19.67,10.73,3.93,6.61,0.71
1731276000,1,347.14,0.04,18.68,30.04,10.49,2.57,4.75,0.7
1731279600,1,303.75,0.03,15.94,32.19,10.01,2.01,3.81,0.66
1731283200,1,290.39,0.05,16.62,28.61,11.21,2.88,4.5,0.65
1731286800,1,280.38,0.02,12.17,34.33,7.87,3.92,4.98,0.39
1731290400,1,273.7,0.01,9.77,40.05,6.85,3.09,3.97,0.42
1731294000,1,273.7,0.01,8.91,42.2,6.74,2.38,3.24,0.47
1731297600,1,277.04,0.01,9.25,42.56,6.85,2.12,2.91,0.44
1731301200,1,280.38,0.01,11.31,42.92,7.99,2.2,2.97,0.47
1731304800,1,297.07,0.01,14.05,43.99,9.78,2.4,3.3,0.6
1731308400,1,310.42,0.02,15.94,44.7,10.85,2.42,3.59,0.78
1731312000,1,310.42,0.02,15.94,49.35,11.21,2.23,3.75,0.87
1731315600,1,300.41,0.06,14.57,55.79,10.49,1.89,3.63,0.86
1731319200,1,287.06,0.17,13.02,52.21,9.42,1.66,3.37,0.78
1731322800,1,277.04,0.19,12.34,50.78,8.82,1.55,3.23,0.73
1731326400,1,273.7,0.14,11.48,54.36,7.99,1.37,2.98,0.67
1731330000,1,277.04,0.07,11.31,54.36,7.87,1.35,2.95,0.66
1731333600,1,287.06,0.03,13.71,49.35,9.18,1.62,3.47,0.75
1731337200,1,297.07,0.02,16.11,44.35,10.01,2.08,4.15,0.82
1731340800,1,303.75,0.03,17.65,40.05,10.37,2.46,4.62,0.85
1731344400,1,307.08,0.03,16.96,39.34,9.66,2.55,4.59,0.83
1731348000,1,310.42,0.02,15.08,40.41,8.7,2.64,4.44,0.77
1731351600,1,323.77,0.03,16.62,38.27,10.01,3.09,4.9,0.83
1731355200,1,327.11,0.03,17.48,35.76,10.01,3.57,5.42,0.78
1731358800,1,320.43,0.03,16.28,35.76,8.58,3.62,5.28,0.66
1731362400,1,303.75,0.03,14.57,35.76,7.09,3.19,4.49,0.55
1731366000,1,277.04,0.03,12.68,35.76,6.32,2.46,3.57,0.47
1731369600,1,267.03,0.03,11.31,35.05,6.14,1.83,2.89,0.46
1731373200,1,267.03,0.03,10.45,33.97,6.08,1.53,2.68,0.46
1731376800,1,270.37,0.04,10.37,32.54,6.08,1.51,2.72,0.45
1731380400,1,273.7,0.05,10.54,30.76,6.08,1.51,2.7,0.45
1731384000,1,277.04,0.07,10.71,28.97,6.14,1.5,2.67,0.46
1731387600,1,277.04,0.09,10.88,28.25,6.38,1.48,2.65,0.49
1731391200,1,297.07,0.13,11.82,27.54,6.85,1.59,2.84,0.59
1731394800,1,317.1,0.19,13.88,25.75,7.51,1.71,3.08,0.7
1731398400,1,323.77,0.53,14.57,25.39,8.11,1.74,3.21,0.76
1731402000,1,320.43,1.59,13.02,28.25,8.34,1.62,3.19,0.78
1731405600,1,310.42,1.65,12.68,31.11,8.58,1.43,3.01,0.77
1731409200,1,297.07,1.59,12.17,33.97,8.82,1.25,2.8,0.76
1731412800,1,290.39,1.19,11.65,37.19,8.58,1.08,2.55,0.73
1731416400,1,293.73,0.75,12.34,38.27,8.34,1.06,2.52,0.71
1731420000,1,300.41,0.29,13.88,36.48,8.46,1.15,2.75,0.71
1731423600,1,303.75,0.05,14.39,35.76,7.87,1.19,2.8,0.68
1731427200,1,310.42,0.06,14.91,35.05,6.91,1.24,2.72,0.65
1731430800,1,323.77,0.09,16.11,32.54,6.5,1.37,2.85,0.66
1731434400,1,347.14,0.09,16.11,30.76,6.44,1.53,3.11,0.69
1731438000,1,373.84,0.1,15.94,29.68,6.56,1.7,3.42,0.7
1731441600,1,390.53,0.1,15.59,28.61,6.32,1.81,3.67,0.69
1731445200,1,397.21,0.11,15.08,27.18,6.08,1.88,3.68,0.68
1731448800,1,403.88,0.15,15.59,24.68,5.6,1.99,3.65,0.63
1731452400,1,383.85,0.17,16.28,21.82,5.07,1.96,3.53,0.53
1731456000,1,367.16,0.17,16.28,20.74,5.36,2.0,3.56,0.54
1731459600,1,363.83,0.15,15.94,20.74,5.6,2.15,3.72,0.51
1731463200,1,353.81,0.13,15.08,21.64,5.19,2.0,3.57,0.4
1731466800,1,330.45,0.11,13.37,22.71,5.01,1.59,3.12,0.36
1731470400,1,310.42,0.11,12.34,23.6,5.48,1.35,2.95,0.39
1731474000,1,310.42,0.12,12.51,23.96,5.96,1.35,3.07,0.42
1731477600,1,340.46,0.16,14.22,25.39,7.03,1.62,3.53,0.57
1731481200,1,360.49,0.17,16.79,26.82,8.23,1.87,4.01,0.7
1731484800,1,363.83,0.2,18.16,27.54,9.06,1.9,4.47,0.74
1731488400,1,347.14,0.31,16.96,31.47,9.3,1.73,4.5,0.74
1731492000,1,307.08,0.59,13.71,38.98,8.94,1.53,4.2,0.69
1731495600,1,300.41,1.03,13.88,36.48,9.18,1.76,4.42,0.7
1731499200,1,297.07,1.37,14.39,32.9,8.94,2.09,4.67,0.69
1731502800,1,287.06,0.85,13.19,34.69,7.63,2.79,4.88,0.51
1731506400,1,287.06,0.27,13.37,34.69,7.51,3.05,4.94,0.47
1731510000,1,283.72,0.06,13.54,33.26,7.09,3.14,4.99,0.48
1731513600,1,283.72,0.07,13.88,31.47,6.74,3.49,5.3,0.5
1731517200,1,287.06,0.09,13.88,29.68,6.26,4.21,5.93,0.5
1731520800,1,293.73,0.08,13.71,28.97,5.84,4.98,6.57,0.49
1731524400,1,303.75,0.09,14.22,28.25,6.02,5.33,6.93,0.49
1731528000,1,307.08,0.09,14.57,26.82,6.26,5.39,7.23,0.49
1731531600,1,310.42,0.09,14.57,26.11,6.38,5.45,7.54,0.48
1731535200,1,303.75,0.09,14.57,25.39,6.32,5.54,7.75,0.45
1731538800,1,287.06,0.09,14.39,25.03,6.02,5.54,7.74,0.38
1731542400,1,277.04,0.08,13.88,25.03,5.96,5.32,7.25,0.36
1731546000,1,273.7,0.07,13.37,26.11,5.9,4.91,6.5,0.36
1731549600,1,273.7,0.07,12.34,26.46,5.84,4.57,5.95,0.37
1731553200,1,270.37,0.07,11.48,26.46,5.84,4.49,5.75,0.38
1731556800,1,270.37,0.09,10.97,25.75,5.9,4.65,5.88,0.37
1731560400,1,273.7,0.12,10.97,23.96,6.02,4.95,6.11,0.38
1731564000,1,300.41,0.19,12.34,22.71,6.38,5.2,6.34,0.49
1731567600,1,320.43,0.16,14.39,26.11,6.79,4.89,6.12,0.63
1731571200,1,320.43,0.2,14.05,34.69,6.74,3.66,5.07,0.66
1731574800,1,303.75,0.59,11.31,48.64,6.38,2.08,3.51,0.64
1731578400,2,280.38,0.76,8.91,60.8,5.96,1.39,2.8,0.64
1731582000,2,270.37,0.74,7.88,64.37,5.84,1.11,2.43,0.7
1731585600,2,260.35,0.59,7.03,66.52,5.25,0.86,2.0,0.7
1731589200,2,250.34,0.26,6.08,73.67,4.29,0.6,1.48,0.62
1731592800,2,253.68,0.06,6.68,75.82,4.59,0.53,1.4,0.66
1731596400,2,253.68,0.0,6.94,75.82,4.65,0.51,1.4,0.7
1731600000,2,257.02,0.0,7.11,75.82,4.47,0.52,1.4,0.73
1731603600,2,257.02,0.0,7.11,75.1,4.29,0.55,1.48,0.74
1731607200,2,260.35,0.0,6.68,75.1,4.17,0.58,1.57,0.73
1731610800,2,267.03,0.0,6.6,75.1,4.29,0.63,1.7,0.74
1731614400,2,273.7,0.0,6.85,73.67,4.47,0.67,1.85,0.74
1731618000,2,280.38,0.0,7.37,71.53,4.59,0.73,2.02,0.73
1731621600,2,280.38,0.0,8.31,68.66,4.71,0.83,2.28,0.66
1731625200,2,267.03,0.0,9.08,65.09,4.83,0.89,2.52,0.53
1731628800,2,267.03,0.0,9.42,62.94,5.19,0.99,2.84,0.46
1731632400,2,267.03,0.0,8.74,62.23,5.36,1.07,3.18,0.44
1731636000,2,263.69,0.0,7.97,60.8,5.19,1.18,3.49,0.4
1731639600,1,260.35,0.0,7.54,59.37,5.13,1.52,4.11,0.36
1731643200,1,257.02,0.0,7.37,58.65,5.01,2.08,5.04,0.35
1731646800,1,263.69,0.0,8.14,54.36,5.3,2.53,5.79,0.39
1731650400,1,280.38,0.01,9.94,51.5,5.9,2.95,6.56,0.49
1731654000,1,300.41,0.03,12.85,48.64,6.85,3.32,7.29,0.59
1731657600,1,317.1,0.33,14.74,45.78,7.75,3.43,7.64,0.68
1731661200,1,323.77,1.17,14.74,44.35,8.58,3.42,7.77,0.75
1731664800,1,323.77,1.65,14.74,43.27,9.06,3.29,7.77,0.82
1731668400,1,320.43,1.82,15.08,43.27,9.54,3.05,7.6,0.87
1731672000,1,317.1,1.49,15.77,43.99,9.66,2.79,7.31,0.93
1731675600,1,307.08,0.78,16.11,46.49,9.18,2.52,6.89,0.92
1731679200,1,297.07,0.16,15.59,47.92,8.46,2.24,6.27,0.81
1731682800,1,287.06,0.01,13.88,50.07,7.39,2.03,5.6,0.67
1731686400,1,277.04,0.01,13.02,50.07,6.62,2.0,5.29,0.58
1731690000,1,277.04,0.01,12.85,47.21,5.96,2.06,5.2,0.55
1731693600,1,283.72,0.01,12.51,45.06,5.48,2.17,5.15,0.52
1731697200,1,283.72,0.01,12.17,44.7,5.19,2.14,4.87,0.49
1731700800,1,273.7,0.01,10.28,47.21,4.53,1.75,3.89,0.43
1731704400,1,263.69,0.0,8.23,51.5,3.99,1.27,2.83,0.38
1731708000,1,247.0,0.0,6.51,55.79,3.28,1.07,2.34,0.32
1731711600,2,230.31,0.0,5.1,60.8,2.59,1.04,2.25,0.24
1731715200,2,220.3,0.0,3.3,67.95,1.71,0.84,1.88,0.18
1731718800,2,211.95,0.0,2.44,72.96,1.43,0.57,1.5,0.15
1731722400,2,211.95,0.0,2.51,68.66,1.55,0.76,2.03,0.13
1731726000,2,213.62,0.0,2.61,67.23,1.68,1.33,3.24,0.12
1731729600,2,213.62,0.0,2.83,68.66,1.86,1.53,3.79,0.13
1731733200,2,216.96,0.0,3.08,68.66,1.94,1.34,3.36,0.17
1731736800,2,220.3,0.0,3.3,68.66,2.03,0.99,2.44,0.22
1731740400,2,220.3,0.0,3.6,67.95,2.12,0.72,1.76,0.25
1731744000,2,223.64,0.01,3.64,69.38,2.15,0.59,1.41,0.26
1731747600,2,223.64,0.08,3.47,70.1,2.18,0.6,1.38,0.26
1731751200,2,220.3,0.18,3.3,74.39,2.24,0.68,1.5,0.27
1731754800,2,220.3,0.21,3.26,80.11,2.35,0.67,1.49,0.3
1731758400,2,220.3,0.19,3.21,82.25,2.35,0.64,1.44,0.32
1731762000,2,220.3,0.11,3.34,82.25,2.44,0.62,1.44,0.34
1731765600,2,223.64,0.02,3.68,81.54,2.62,0.68,1.58,0.37
1731769200,2,223.64,0.0,3.81,80.82,2.59,0.65,1.56,0.38
1731772800,2,226.97,0.0,3.94,80.11,2.56,0.5,1.32,0.4
1731776400,2,226.97,0.0,3.77,80.11,2.35,0.5,1.24,0.4
1731780000,2,230.31,0.0,3.43,80.82,2.24,0.5,1.24,0.39
1731783600,2,233.65,0.0,3.21,81.54,2.21,0.5,1.27,0.39
1731787200,2,233.65,0.0,3.04,81.54,2.18,0.5,1.27,0.38
1731790800,2,233.65,0.0,3.0,80.82,2.18,0.5,1.25,0.37
1731794400,2,230.31,0.0,2.91,79.39,2.06,0.5,1.21,0.34
1731798000,2,223.64,0.0,2.61,78.68,1.8,0.5,1.15,0.27
1731801600,2,223.64,0.0,2.33,78.68,1.67,0.5,1.19,0.24
1731805200,2,220.3,0.0,2.1,77.96,1.53,0.5,1.25,0.22
1731808800,2,220.3,0.0,2.14,75.82,1.62,0.5,1.27,0.22
1731812400,2,216.96,0.0,2.25,72.96,1.73,0.5,1.22,0.22
1731816000,2,220.3,0.0,2.51,70.81,1.94,0.5,1.15,0.23
1731819600,2,223.64,0.0,2.87,69.38,2.21,0.5,1.13,0.24
1731823200,2,233.65,0.0,3.6,68.66,2.65,0.5,1.18,0.28
1731826800,2,240.33,0.0,4.67,67.23,3.1,0.5,1.26,0.32
1731830400,2,240.33,0.02,5.14,67.23,3.37,0.5,1.31,0.34
1731834000,2,240.33,0.13,5.06,68.66,3.58,0.5,1.34,0.35
1731837600,2,236.99,0.22,4.67,67.95,3.46,0.5,1.3,0.34
1731841200,2,233.65,0.17,4.28,67.23,3.22,0.5,1.21,0.35
1731844800,2,230.31,0.07,3.81,69.38,2.8,0.5,1.1,0.36
1731848400,2,230.31,0.05,4.54,69.38,3.25,0.5,1.13,0.44
1731852000,2,236.99,0.02,6.08,66.52,4.17,0.5,1.28,0.55
1731855600,2,243.66,0.0,7.11,65.09,4.53,0.5,1.33,0.6
1731859200,2,243.66,0.0,7.8,64.37,4.47,0.5,1.32,0.62
1731862800,2,247.0,0.0,7.71,62.94,4.23,0.5,1.3,0.63
1731866400,2,250.34,0.0,7.37,61.51,3.99,0.5,1.29,0.63
1731870000,2,253.68,0.0,6.85,60.08,3.76,0.5,1.25,0.6
1731873600,2,250.34,0.0,5.91,60.08,3.19,0.5,1.1,0.53
1731877200,2,243.66,0.0,4.5,62.94,2.53,0.5,0.95,0.47
1731880800,2,240.33,0.0,3.47,65.8,2.24,0.5,0.88,0.41
1731884400,2,233.65,0.0,3.34,65.09,2.26,0.5,0.88,0.35
1731888000,2,236.99,0.0,4.24,60.08,3.07,0.5,0.96,0.34
1731891600,1,236.99,0.0,4.46,55.07,3.28,0.5,1.01,0.33
1731895200,1,236.99,0.01,4.58,50.78,3.49,0.5,1.05,0.34
1731898800,1,236.99,0.01,4.8,47.21,3.76,0.5,1.11,0.38
1731902400,1,236.99,0.01,5.06,46.49,4.05,0.5,1.19,0.42
1731906000,1,243.66,0.01,5.65,48.64,4.53,0.5,1.31,0.47
1731909600,1,260.35,0.01,7.03,50.07,5.25,0.5,1.48,0.58
1731913200,1,277.04,0.02,9.42,49.35,6.2,0.5,1.67,0.7
1731916800,1,280.38,0.03,10.62,49.35,6.79,0.5,1.78,0.78
1731920400,1,277.04,0.11,10.88,49.35,7.09,0.5,1.82,0.81
1731924000,1,273.7,0.35,10.8,50.07,7.33,0.5,1.85,0.82
1731927600,1,270.37,0.73,10.97,51.5,7.87,0.5,1.94,0.9
1731931200,1,273.7,0.92,11.14,52.21,7.99,0.52,2.02,0.99
